venue,year,specific_parent_category,specific_label_cn,count,venue_year_total,share
ECCV,2022,3D Vision,三维视觉：Gaussian Splatting、新视角合成与重建,139,1645,0.08449848024316109
ECCV,2022,Generative AI,生成模型：文生图、扩散采样与图像编辑,131,1645,0.07963525835866261
ECCV,2022,Security / Privacy,可信安全：对抗攻击、后门、水印与隐私,121,1645,0.07355623100303951
ECCV,2022,3D Vision,三维视觉：点云、深度估计与相机姿态（视频时序）,117,1645,0.07112462006079028
ECCV,2024,Computer Vision,开放词汇视觉：开放词汇检测、分割与CLIP语义,373,2387,0.1562630917469627
ECCV,2024,Autonomous Driving,自动驾驶感知：LiDAR、轨迹与三维检测,363,2387,0.15207373271889402
ECCV,2024,3D Vision,三维视觉：Gaussian Splatting、新视角合成与重建,342,2387,0.14327607875994972
ECCV,2024,Security / Privacy,可信安全：对抗攻击、后门、水印与隐私,312,2387,0.13070800167574362
ECCV,2024,Generative AI,生成模型：文生图、扩散采样与图像编辑,269,2387,0.11269375785504818
ECCV,2024,Computer Vision,底层视觉：超分、去噪、增强与图像复原,238,2387,0.09970674486803519
ECCV,2024,3D Vision,三维视觉：点云、深度估计与相机姿态,237,2387,0.09928780896522832
ECCV,2024,Multimodal LLM,多模态大模型：视觉语言理解与跨模态推理,206,2387,0.08630079597821533
ECCV,2024,Event Vision,事件视觉：事件相机、运动估计与时序感知,47,2387,0.019689987431922917
EMNLP,2020,Computer Vision,开放词汇视觉：开放词汇检测、分割与CLIP语义,141,751,0.1877496671105193
EMNLP,2020,NLP,多语言NLP：机器翻译、跨语言与低资源,118,751,0.15712383488681758
EMNLP,2020,Event Vision,事件视觉：事件相机、运动估计与时序感知,108,751,0.14380825565912117
EMNLP,2020,LLM Reasoning,大模型推理：问答、常识与思维链,95,751,0.12649800266311584
EMNLP,2020,Trustworthy LLM,大模型社会安全：偏见、虚假信息与检测,74,751,0.0985352862849534
EMNLP,2020,Security / Privacy,可信安全：对抗攻击、后门、水印与隐私,66,751,0.08788282290279627
EMNLP,2020,Reinforcement Learning,强化学习：离线策略、奖励建模与控制,61,751,0.08122503328894808
EMNLP,2020,Robust / Transfer Learning,迁移泛化：域适应、OOD泛化与鲁棒表征,51,751,0.06790945406125166
EMNLP,2020,Text Generation,文本生成：摘要、事实性与可控生成,37,751,0.0492676431424767
EMNLP,2021,Generative AI,生成模型：扩散模型、采样与内容生成,168,847,0.19834710743801653
EMNLP,2021,Computer Vision,视觉感知：目标检测、定位与分割,152,847,0.179456906729634
EMNLP,2021,Information Retrieval,信息检索：密集检索、向量召回与表示学习,132,847,0.15584415584415584
EMNLP,2021,Knowledge Graph,知识图谱：实体关系、推理与补全,106,847,0.12514757969303425
EMNLP,2021,NLP,多语言NLP：机器翻译、跨语言与低资源,101,847,0.1192443919716647
EMNLP,2021,Dialogue,对话系统：响应生成、情感支持与任务型对话,81,847,0.09563164108618655
EMNLP,2021,Event Vision,事件视觉：事件相机、运动估计与时序感知,44,847,0.05194805194805195
EMNLP,2021,Security / Privacy,可信安全：对抗攻击、后门、水印与隐私,34,847,0.04014167650531287
EMNLP,2021,Multimodal LLM,多模态大模型：视觉语言理解与跨模态推理,29,847,0.03423848878394333
EMNLP,2022,Security / Privacy,可信安全：对抗攻击、后门、水印与隐私,150,828,0.18115942028985507
EMNLP,2022,LLM / IR,检索增强大模型：RAG、知识注入与问答,132,828,0.15942028985507245
EMNLP,2022,Trustworthy LLM,大模型社会安全：偏见、虚假信息与检测,123,828,0.14855072463768115
EMNLP,2022,Efficient LLMs,高效大模型：解码加速、KV缓存与推理优化,112,828,0.13526570048309178
EMNLP,2022,Knowledge Graph,知识图谱：实体关系、推理与补全,93,828,0.11231884057971014
EMNLP,2022,LLM Evaluation,大模型评测：人类偏好、任务指标与领域评估,81,828,0.09782608695652174
EMNLP,2022,Robust / Transfer Learning,迁移泛化：域适应、OOD泛化与鲁棒表征,47,828,0.05676328502415459
EMNLP,2022,Robust / Weakly Supervised ML,鲁棒泛化：OOD检测、校准与噪声标签,46,828,0.05555555555555555
EMNLP,2022,Multimodal AI,多模态理解：视觉语言表征与跨模态对齐,44,828,0.05314009661835749
EMNLP,2023,Trustworthy LLM,大模型社会安全：偏见、虚假信息与检测,200,1047,0.19102196752626552
EMNLP,2023,Code Intelligence,代码大模型：代码生成、程序理解与评测,194,1047,0.18529130850047756
EMNLP,2023,Computer Vision,开放词汇视觉：开放词汇检测、分割与CLIP语义,138,1047,0.1318051575931232
EMNLP,2023,LLM Evaluation,大模型评测：人类偏好、任务指标与领域评估,121,1047,0.11556829035339064
EMNLP,2023,LLM Reasoning,大模型推理：问答、常识与思维链,120,1047,0.11461318051575932
EMNLP,2023,LLM,大模型训练：微调、数据配方与任务适配,91,1047,0.08691499522445081
EMNLP,2023,Multimodal LLM,多模态大模型：视觉语言理解与跨模态推理,81,1047,0.07736389684813753
EMNLP,2023,Generative AI,生成模型：扩散模型、采样与内容生成,70,1047,0.06685768863419293
EMNLP,2023,Information Retrieval,信息检索：搜索排序、文档检索与重排,32,1047,0.030563514804202482
EMNLP,2024,LLM,大模型训练：微调、数据配方与任务适配（语音音频）,192,1268,0.15141955835962145
EMNLP,2024,Code Intelligence,代码大模型：代码生成、程序理解与评测,155,1268,0.1222397476340694
EMNLP,2024,LLM / IR,检索增强大模型：RAG、知识注入与问答,148,1268,0.1167192429022082
EMNLP,2024,Multimodal LLM,多模态大模型：视觉语言理解与跨模态推理,146,1268,0.11514195583596215
EMNLP,2024,LLM,大模型训练：微调、数据配方与任务适配（生成编辑）,142,1268,0.11198738170347003
EMNLP,2024,Trustworthy LLM,大模型社会安全：偏见、虚假信息与检测,140,1268,0.11041009463722397
EMNLP,2024,LLM Reasoning,大模型推理：问答、常识与思维链,136,1268,0.10725552050473186
EMNLP,2024,Security / Privacy,可信安全：对抗攻击、后门、水印与隐私,70,1268,0.055205047318611984
EMNLP,2024,LLM Analysis,语言模型分析：认知、语言结构与可解释性,66,1268,0.052050473186119876
EMNLP,2024,Reinforcement Learning,强化学习：策略优化、奖励学习与控制,42,1268,0.033123028391167195
EMNLP,2024,Medical LLM,医疗大模型：临床推理、医学影像与健康问答,31,1268,0.02444794952681388
EMNLP,2025,LLM / IR,检索增强大模型：RAG、知识注入与问答,254,1809,0.1404090657822001
EMNLP,2025,LLM,大模型训练：微调、数据配方与任务适配,251,1809,0.13875069098949697
EMNLP,2025,LLM Reasoning,大模型推理：问答、常识与思维链,244,1809,0.13488114980652294
EMNLP,2025,Speech / Audio,语音音频：ASR、说话人与音频理解,239,1809,0.13211719181868437
EMNLP,2025,Trustworthy LLM,大模型社会安全：偏见、虚假信息与检测,229,1809,0.1265892758430072
EMNLP,2025,Multimodal LLM,多模态大模型：视觉语言理解与跨模态推理,223,1809,0.12327252625760088
EMNLP,2025,Code Intelligence,代码大模型：代码生成、程序理解与评测,170,1809,0.09397457158651189
EMNLP,2025,Security / Privacy,可信安全：对抗攻击、后门、水印与隐私,166,1809,0.09176340519624102
EMNLP,2025,Medical LLM,医疗大模型：临床推理、医学影像与健康问答,33,1809,0.01824212271973466
ICCV,2021,3D Vision,三维视觉：点云、深度估计与相机姿态（检测识别）,241,1612,0.14950372208436724
ICCV,2021,Video Understanding,视频理解：动作识别、长视频与时序建模（视频时序）,225,1612,0.13957816377171217
ICCV,2021,Robust / Transfer Learning,迁移泛化：小样本、类增量与域泛化,184,1612,0.1141439205955335
ICCV,2021,Computer Vision,视觉感知：语义/实例/全景分割,156,1612,0.0967741935483871
ICCV,2021,Video Understanding,视频理解：动作识别、长视频与时序建模（视频时序-2）,152,1612,0.09429280397022333
ICCV,2021,3D Vision,三维视觉：点云、深度估计与相机姿态（视频时序）,127,1612,0.07878411910669975
ICCV,2021,Multimodal LLM,多模态大模型：视觉语言理解与跨模态推理,117,1612,0.07258064516129033
ICCV,2021,Human-Centric Generation,人体与头像生成：姿态、表情与数字人合成,101,1612,0.06265508684863523
ICCV,2021,Security / Privacy,可信安全：对抗攻击、后门、水印与隐私,77,1612,0.047766749379652605
ICCV,2021,Embodied AI,具身智能：机器人操作、导航与视觉语言动作,65,1612,0.04032258064516129
ICCV,2021,Computer Vision,视觉Transformer：ViT、自注意力与视觉表征,58,1612,0.03598014888337469
ICCV,2021,Computer Vision,视觉感知：目标检测、定位与分割,56,1612,0.034739454094292806
ICCV,2021,AutoML,自动机器学习：神经架构搜索与超参数优化,53,1612,0.03287841191066997
ICCV,2023,Robust / Transfer Learning,迁移泛化：域适应、OOD泛化与鲁棒表征,380,2156,0.17625231910946196
ICCV,2023,3D Vision,三维视觉：点云、深度估计与相机姿态（分割）,348,2156,0.1614100185528757
ICCV,2023,3D Vision,三维视觉：点云、深度估计与相机姿态（视频时序）,222,2156,0.10296846011131726
ICCV,2023,Computer Vision,视觉感知：语义/实例/全景分割,191,2156,0.08858998144712431
ICCV,2023,Multimodal LLM,多模态大模型：视觉语言理解与跨模态推理（视觉语言）,169,2156,0.07838589981447125
ICCV,2023,Efficient LLMs,高效大模型：推理加速、压缩与资源优化,162,2156,0.075139146567718
ICCV,2023,3D Vision,三维视觉：Gaussian Splatting、新视角合成与重建,161,2156,0.07467532467532467
ICCV,2023,Generative AI,生成模型：文生图、扩散采样与图像编辑,158,2156,0.07328385899814471
ICCV,2023,Computer Vision,底层视觉：超分、去噪、增强与图像复原,139,2156,0.06447124304267161
ICCV,2023,Security / Privacy,可信安全：对抗攻击、后门、水印与隐私,91,2156,0.04220779220779221
ICCV,2023,Embodied AI,具身智能：机器人操作、导航与视觉语言动作,88,2156,0.04081632653061224
ICCV,2023,Multimodal LLM,多模态大模型：视觉语言理解与跨模态推理（视觉语言-2）,47,2156,0.021799628942486084
ICCV,2025,Multimodal LLM,多模态大模型：视觉语言理解与跨模态推理,460,2701,0.17030729359496483
ICCV,2025,3D Vision,三维视觉：点云、深度估计与相机姿态,373,2701,0.13809700111069975
ICCV,2025,Generative AI,生成模型：视频扩散生成与编辑,341,2701,0.12624953720844131
ICCV,2025,Computer Vision,底层视觉：超分、去噪、增强与图像复原,253,2701,0.09366901147723065
ICCV,2025,Generative AI,生成模型：文生图、扩散采样与图像编辑,252,2701,0.09329877823028508
ICCV,2025,Anomaly Detection,异常检测：图异常、欺诈检测与时序异常,236,2701,0.08737504627915586
ICCV,2025,Robust / Transfer Learning,迁移泛化：域适应、OOD泛化与鲁棒表征,230,2701,0.08515364679748241
ICCV,2025,Embodied AI,具身智能：机器人操作、导航与视觉语言动作,227,2701,0.08404294705664568
ICCV,2025,3D Vision,三维视觉：Gaussian Splatting、新视角合成与重建,178,2701,0.06590151795631248
ICCV,2025,Multimodal AI,多模态理解：视觉语言表征与跨模态对齐,118,2701,0.04368752313957793
ICCV,2025,Event Vision,事件视觉：事件相机、运动估计与时序感知,33,2701,0.012217697149203998
ICLR,2020,Reinforcement Learning,强化学习：策略优化、奖励学习与控制,136,687,0.19796215429403202
ICLR,2020,Robust / Transfer Learning,迁移泛化：域适应、OOD泛化与鲁棒表征,123,687,0.17903930131004367
ICLR,2020,Robust / Weakly Supervised ML,鲁棒泛化：OOD检测、校准与噪声标签,83,687,0.12081513828238719
ICLR,2020,Security / Privacy,可信安全：对抗攻击、后门、水印与隐私,80,687,0.11644832605531295
ICLR,2020,Generative AI,生成模型：扩散模型、采样与内容生成,78,687,0.11353711790393013
ICLR,2020,Graph Learning,图学习：GNN、节点分类与链接预测,70,687,0.10189228529839883
ICLR,2020,Generative AI,生成模型：视频扩散生成与编辑,69,687,0.10043668122270742
ICLR,2020,AutoML,自动机器学习：神经架构搜索与超参数优化,48,687,0.06986899563318777
ICLR,2021,Optimization,优化理论：随机/非凸优化与收敛率,198,860,0.2302325581395349
ICLR,2021,Reinforcement Learning,强化学习：离线策略、奖励建模与控制,140,860,0.16279069767441862
ICLR,2021,Generative AI,生成模型：文生图、扩散采样与图像编辑,115,860,0.13372093023255813
ICLR,2021,Computer Vision,视觉感知：目标检测、识别与视觉表征,114,860,0.1325581395348837
ICLR,2021,Probabilistic ML,概率机器学习：变分推断、不确定性与后验建模,94,860,0.10930232558139535
ICLR,2021,AI for Science,科学计算：神经算子、PDE与物理建模,80,860,0.09302325581395349
ICLR,2021,Security / Privacy,可信安全：对抗攻击、后门、水印与隐私,74,860,0.08604651162790698
ICLR,2021,Graph Learning,图学习：GNN、节点分类与链接预测,45,860,0.05232558139534884
ICLR,2022,Optimization,优化理论：梯度方法、收敛性与训练动力学,224,1094,0.20475319926873858
ICLR,2022,Reinforcement Learning,强化学习：离线策略、奖励建模与控制,199,1094,0.18190127970749542
ICLR,2022,Generative AI,生成模型：文生图、扩散采样与图像编辑,149,1094,0.13619744058500913
ICLR,2022,Robust / Transfer Learning,迁移泛化：域适应、OOD泛化与鲁棒表征,140,1094,0.12797074954296161
ICLR,2022,Efficient LLMs,高效大模型：参数高效微调与LoRA适配,109,1094,0.09963436928702012
ICLR,2022,AI for Science,AI4Science：分子生成、药物发现与化学建模,95,1094,0.08683729433272395
ICLR,2022,Computer Vision,视觉感知：目标检测、识别与视觉表征,90,1094,0.08226691042047532
ICLR,2022,Security / Privacy,可信安全：对抗攻击、后门、水印与隐私,88,1094,0.08043875685557587
ICLR,2023,Computer Vision,视觉感知：目标检测、识别与视觉表征,281,1573,0.17863954227590592
ICLR,2023,Reinforcement Learning,强化学习：离线策略、奖励建模与控制,238,1573,0.15130324221233313
ICLR,2023,Robust / Transfer Learning,迁移泛化：域适应、OOD泛化与鲁棒表征（社会安全）,223,1573,0.1417673235855054
ICLR,2023,LLM Reasoning,大模型推理：问答、常识与思维链,167,1573,0.10616656071201526
ICLR,2023,Robust / Transfer Learning,迁移泛化：域适应、OOD泛化与鲁棒表征（社会安全-2）,144,1573,0.09154481881754609
ICLR,2023,Generative AI,生成模型：文生图、扩散采样与图像编辑,135,1573,0.08582326764144946
ICLR,2023,Time Series,时序建模：时间序列预测、动力系统与基础模型,126,1573,0.08010171646535283
ICLR,2023,Security / Privacy,可信安全：对抗攻击、后门、水印与隐私,117,1573,0.0743801652892562
ICLR,2023,Graph Learning,图学习：GNN、节点分类与链接预测,101,1573,0.06420851875397329
ICLR,2023,AI for Science,AI4Science：蛋白结构、序列与功能建模,41,1573,0.026064844246662427
ICLR,2024,LLM Reasoning,大模型推理：问答、常识与思维链,493,2260,0.21814159292035398
ICLR,2024,Reinforcement Learning,强化学习：离线策略、奖励建模与控制,342,2260,0.15132743362831858
ICLR,2024,Generative AI,生成模型：视频扩散生成与编辑,297,2260,0.1314159292035398
ICLR,2024,Multimodal LLM,多模态大模型：视觉语言理解与跨模态推理,283,2260,0.1252212389380531
ICLR,2024,Robust / Transfer Learning,迁移泛化：域适应、OOD泛化与鲁棒表征（检测识别）,281,2260,0.12433628318584071
ICLR,2024,Security / Privacy,可信安全：对抗攻击、后门、水印与隐私,229,2260,0.10132743362831859
ICLR,2024,AI for Science,AI4Science：蛋白结构、序列与功能建模,198,2260,0.08761061946902655
ICLR,2024,Robust / Transfer Learning,迁移泛化：域适应、OOD泛化与鲁棒表征（迁移泛化）,55,2260,0.024336283185840708
ICLR,2024,3D Vision,三维视觉：点云、深度估计与相机姿态,41,2260,0.018141592920353982
ICLR,2024,Time Series,时序建模：时间序列预测、动力系统与基础模型,41,2260,0.018141592920353982
ICLR,2025,Efficient LLMs,高效大模型：长上下文、注意力与推理优化,565,3703,0.15257899000810154
ICLR,2025,Optimization,优化理论：梯度方法、收敛性与训练动力学,457,3703,0.1234134485552255
ICLR,2025,Multimodal LLM,多模态大模型：视觉语言理解与跨模态推理,395,3703,0.10667026735079665
ICLR,2025,Reinforcement Learning,强化学习：离线策略、奖励建模与控制,353,3703,0.09532811234134486
ICLR,2025,LLM Reasoning,大模型推理：问答、常识与思维链,334,3703,0.09019713745611667
ICLR,2025,Generative AI,生成模型：文生图、扩散采样与图像编辑,330,3703,0.08911693221712125
ICLR,2025,Generative AI,生成模型：视频扩散生成与编辑,260,3703,0.07021334053470159
ICLR,2025,Graph Learning,图学习：GNN、节点分类与链接预测,195,3703,0.052660005401026194
ICLR,2025,Time Series,时序建模：时间序列预测、动力系统与基础模型,177,3703,0.04779908182554685
ICLR,2025,Generative AI,生成模型：扩散模型、采样与内容生成,154,3703,0.04158790170132325
ICLR,2025,Security / Privacy,可信安全：对抗攻击、后门、水印与隐私,143,3703,0.038617337294085875
ICLR,2025,Efficient LLMs,高效大模型：推理加速、压缩与资源优化,127,3703,0.03429651633810424
ICLR,2025,Reinforcement Learning,强化学习：策略优化、奖励学习与控制,114,3703,0.03078584931136916
ICLR,2025,Causal ML,因果学习：因果发现、反事实与处理效应,99,3703,0.026735079665136375
ICLR,2026,Generative AI,生成模型：视频扩散生成与编辑,752,5352,0.14050822122571002
ICLR,2026,Efficient LLMs,高效大模型：推理加速、压缩与资源优化,691,5352,0.12911061285500747
ICLR,2026,LLM Reasoning,大模型推理：RL驱动推理与奖励学习,655,5352,0.12238415545590434
ICLR,2026,Optimization,优化理论：随机/非凸优化与收敛率,645,5352,0.12051569506726457
ICLR,2026,Multimodal LLM,多模态大模型：视觉语言理解与跨模态推理,625,5352,0.11677877428998505
ICLR,2026,Video Understanding,视频理解：动作识别、长视频与时序建模,513,5352,0.09585201793721973
ICLR,2026,LLM Evaluation,大模型评测：人类偏好、任务指标与领域评估,372,5352,0.06950672645739911
ICLR,2026,Security / Privacy,可信安全：对抗攻击、后门、水印与隐私,358,5352,0.06689088191330343
ICLR,2026,Time Series,时序建模：时间序列预测、动力系统与基础模型,256,5352,0.04783258594917788
ICLR,2026,LLM / IR,检索增强大模型：RAG、知识注入与问答,194,5352,0.03624813153961136
ICLR,2026,AI for Science,AI4Science：蛋白结构、序列与功能建模,145,5352,0.027092675635276533
ICLR,2026,Alignment,大模型对齐：偏好优化、RLHF与奖励建模,81,5352,0.015134529147982063
ICLR,2026,Multimodal Generation,多模态音视频生成：语音、音乐与情感生成,65,5352,0.012144992526158445
ICML,2020,Robust / Transfer Learning,迁移泛化：域适应、OOD泛化与鲁棒表征,231,1084,0.21309963099630996
ICML,2020,Optimization,优化理论：随机/非凸优化与收敛率,197,1084,0.18173431734317344
ICML,2020,Reinforcement Learning,强化学习：策略优化、奖励学习与控制,181,1084,0.1669741697416974
ICML,2020,Generative AI,生成模型：扩散模型、采样与内容生成,153,1084,0.1411439114391144
ICML,2020,Efficient LLMs,高效大模型：推理加速、压缩与资源优化,77,1084,0.07103321033210332
ICML,2020,Security / Privacy,可信安全：对抗攻击、后门、水印与隐私（安全攻防）,73,1084,0.06734317343173432
ICML,2020,Reinforcement Learning,在线决策：Bandit、后悔界与探索,66,1084,0.06088560885608856
ICML,2020,Security / Privacy,可信安全：对抗攻击、后门、水印与隐私（安全攻防-2）,55,1084,0.0507380073800738
ICML,2020,AI for Science,AI4Science：分子生成、药物发现与化学建模,51,1084,0.0470479704797048
ICML,2021,Reinforcement Learning,强化学习：策略优化、奖励学习与控制,231,1183,0.1952662721893491
ICML,2021,Optimization,优化理论：随机/非凸优化与收敛率,173,1183,0.14623837700760778
ICML,2021,Robust / Transfer Learning,迁移泛化：域适应、OOD泛化与鲁棒表征,166,1183,0.14032121724429417
ICML,2021,Generative AI,生成模型：扩散模型、采样与内容生成,163,1183,0.13778529163144548
ICML,2021,Efficient LLMs,高效大模型：推理加速、压缩与资源优化,147,1183,0.1242603550295858
ICML,2021,Security / Privacy,可信安全：对抗攻击、后门、水印与隐私,140,1183,0.11834319526627218
ICML,2021,Reinforcement Learning,在线决策：Bandit、后悔界与探索,99,1183,0.08368554522400676
ICML,2021,AI for Science,AI4Science：分子生成、药物发现与化学建模,64,1183,0.05409974640743871
ICML,2022,Reinforcement Learning,强化学习：离线策略、奖励建模与控制,210,1233,0.170316301703163
ICML,2022,Robust / Transfer Learning,迁移泛化：域适应、OOD泛化与鲁棒表征,171,1233,0.1386861313868613
ICML,2022,Efficient LLMs,高效大模型：推理加速、压缩与资源优化,137,1233,0.1111111111111111
ICML,2022,Efficient ML,模型压缩：量化、剪枝与低秩加速,131,1233,0.10624493106244931
ICML,2022,Optimization,优化理论：随机/非凸优化与收敛率,121,1233,0.09813463098134631
ICML,2022,Generative AI,生成模型：扩散模型、采样与内容生成,114,1233,0.09245742092457421
ICML,2022,Graph Learning,图学习：图聚类、表示学习与结构匹配,95,1233,0.0770478507704785
ICML,2022,Security / Privacy,可信安全：对抗攻击、后门、水印与隐私（安全攻防）,77,1233,0.062449310624493104
ICML,2022,Security / Privacy,可信安全：对抗攻击、后门、水印与隐私（RAG问答）,70,1233,0.05677210056772101
ICML,2022,Reinforcement Learning,在线决策：Bandit、后悔界与探索,68,1233,0.055150040551500405
ICML,2022,Causal ML,因果学习：因果发现、反事实与处理效应,39,1233,0.031630170316301706
ICML,2023,Code Intelligence,代码智能：程序分析、软件工程与代码检索,244,1828,0.13347921225382933
ICML,2023,Robust / Weakly Supervised ML,鲁棒泛化：OOD检测、校准与噪声标签,239,1828,0.13074398249452954
ICML,2023,Reinforcement Learning,在线决策：Bandit、后悔界与探索,222,1828,0.12144420131291028
ICML,2023,Generative AI,生成模型：文生图、扩散采样与图像编辑,205,1828,0.11214442013129103
ICML,2023,Reinforcement Learning,强化学习：离线策略、奖励建模与控制,196,1828,0.10722100656455143
ICML,2023,Robust / Transfer Learning,迁移泛化：域适应、OOD泛化与鲁棒表征,175,1828,0.09573304157549234
ICML,2023,Graph Learning,图学习：图聚类、表示学习与结构匹配,159,1828,0.08698030634573305
ICML,2023,Optimization,优化理论：随机/非凸优化与收敛率,110,1828,0.060175054704595186
ICML,2023,Security / Privacy,可信安全：对抗攻击、后门、水印与隐私（安全攻防）,95,1828,0.05196936542669584
ICML,2023,Causal ML,因果学习：因果发现、反事实与处理效应,74,1828,0.04048140043763676
ICML,2023,Security / Privacy,可信安全：对抗攻击、后门、水印与隐私（安全攻防-2）,62,1828,0.03391684901531729
ICML,2023,AI for Science,AI4Science：蛋白结构、序列与功能建模,47,1828,0.025711159737417943
ICML,2024,LLM Analysis,语言模型分析：认知、语言结构与可解释性,476,2610,0.18237547892720307
ICML,2024,Computer Vision,视觉感知：目标检测、识别与视觉表征,362,2610,0.13869731800766283
ICML,2024,Optimization,优化理论：随机/非凸优化与收敛率,331,2610,0.12681992337164752
ICML,2024,Reinforcement Learning,强化学习：离线策略、奖励建模与控制,306,2610,0.11724137931034483
ICML,2024,Generative AI,生成模型：文生图、扩散采样与图像编辑,276,2610,0.10574712643678161
ICML,2024,Multimodal LLM,多模态大模型：视觉语言理解与跨模态推理,247,2610,0.0946360153256705
ICML,2024,Security / Privacy,可信安全：对抗攻击、后门、水印与隐私,199,2610,0.07624521072796935
ICML,2024,Graph Learning,图学习：图聚类、表示学习与结构匹配,178,2610,0.0681992337164751
ICML,2024,Causal ML,因果学习：因果发现、反事实与处理效应,93,2610,0.035632183908045977
ICML,2024,AI for Science,AI4Science：蛋白结构、序列与功能建模,72,2610,0.027586206896551724
ICML,2024,Time Series,时序建模：时间序列预测、动力系统与基础模型,70,2610,0.02681992337164751
ICML,2025,Efficient LLMs,高效大模型：推理加速、压缩与资源优化,446,3330,0.13393393393393394
ICML,2025,Reinforcement Learning,在线决策：Bandit、后悔界与探索,411,3330,0.12342342342342343
ICML,2025,Multimodal LLM,多模态大模型：视觉语言理解与跨模态推理,344,3330,0.1033033033033033
ICML,2025,Robust / Transfer Learning,迁移泛化：域适应、OOD泛化与鲁棒表征,330,3330,0.0990990990990991
ICML,2025,Code Intelligence,代码大模型：代码生成、程序理解与评测,308,3330,0.09249249249249249
ICML,2025,Security / Privacy,可信安全：对抗攻击、后门、水印与隐私,267,3330,0.08018018018018018
ICML,2025,Generative AI,生成模型：文生图、扩散采样与图像编辑,238,3330,0.07147147147147147
ICML,2025,Optimization,优化理论：随机/非凸优化与收敛率,220,3330,0.06606606606606606
ICML,2025,Causal ML,因果学习：因果发现、反事实与处理效应,181,3330,0.05435435435435435
ICML,2025,Graph Learning,图学习：GNN、节点分类与链接预测,172,3330,0.05165165165165165
ICML,2025,Time Series,时序建模：时间序列预测、动力系统与基础模型,154,3330,0.04624624624624624
ICML,2025,Generative AI,生成模型：扩散模型、采样与内容生成,151,3330,0.045345345345345345
ICML,2025,Reinforcement Learning,强化学习：策略优化、奖励学习与控制,108,3330,0.032432432432432434
IJCAI,2020,Robust / Transfer Learning,迁移泛化：域适应、OOD泛化与鲁棒表征,171,778,0.21979434447300772
IJCAI,2020,Reinforcement Learning,强化学习：策略优化、奖励学习与控制,114,778,0.14652956298200515
IJCAI,2020,Generative AI,生成模型：扩散模型、采样与内容生成,110,778,0.14138817480719795
IJCAI,2020,Efficient LLMs,高效大模型：推理加速、压缩与资源优化,102,778,0.13110539845758354
IJCAI,2020,LLM Reasoning,大模型推理：问答、常识与思维链,101,778,0.12982005141388175
IJCAI,2020,Trustworthy LLM,大模型社会安全：偏见、虚假信息与检测,69,778,0.08868894601542417
IJCAI,2020,Graph Learning,图学习：GNN、节点分类与链接预测,57,778,0.07326478149100257
IJCAI,2020,Reinforcement Learning,多智能体强化学习：博弈、协作与策略学习,29,778,0.037275064267352186
IJCAI,2020,Recommendation,推荐系统：排序、召回与点击率预测,25,778,0.032133676092544985
IJCAI,2021,Optimization,优化理论：梯度方法、收敛性与训练动力学,141,722,0.19529085872576177
IJCAI,2021,Security / Privacy,可信安全：对抗攻击、后门、水印与隐私（安全攻防）,141,722,0.19529085872576177
IJCAI,2021,Video Understanding,视频理解：动作识别、长视频与时序建模,113,722,0.15650969529085873
IJCAI,2021,Recommendation,推荐系统：排序、召回与点击率预测,92,722,0.12742382271468145
IJCAI,2021,Trustworthy LLM,大模型社会安全：偏见、虚假信息与检测,79,722,0.10941828254847645
IJCAI,2021,Computer Vision,开放词汇视觉：开放词汇检测、分割与CLIP语义,78,722,0.10803324099722991
IJCAI,2021,Security / Privacy,可信安全：对抗攻击、后门、水印与隐私（安全攻防-2）,78,722,0.10803324099722991
IJCAI,2022,Computer Vision,视觉感知：目标检测、识别与视觉表征,194,862,0.22505800464037123
IJCAI,2022,Agents / Game Theory,多智能体：机制设计、拍卖与资源分配,156,862,0.18097447795823665
IJCAI,2022,Graph Learning,图学习：GNN、节点分类与链接预测,135,862,0.15661252900232017
IJCAI,2022,Generative AI,生成模型：扩散模型、采样与内容生成,121,862,0.14037122969837587
IJCAI,2022,Reinforcement Learning,强化学习：策略优化、奖励学习与控制,99,862,0.1148491879350348
IJCAI,2022,Anomaly Detection,异常检测：图异常、欺诈检测与时序异常,82,862,0.0951276102088167
IJCAI,2022,LLM Reasoning,大模型推理：问答、常识与思维链,75,862,0.08700696055684455
IJCAI,2023,Federated Learning,联邦学习：异构客户端、隐私与分布式优化,165,851,0.19388954171562867
IJCAI,2023,Computer Vision,视觉感知：目标检测、识别与视觉表征,156,851,0.18331374853113983
IJCAI,2023,LLM Reasoning,大模型推理：问答、常识与思维链,155,851,0.18213866039952997
IJCAI,2023,Reinforcement Learning,强化学习：策略优化、奖励学习与控制,138,851,0.16216216216216217
IJCAI,2023,Graph Learning,图学习：图聚类、表示学习与结构匹配,84,851,0.09870740305522914
IJCAI,2023,Agents / Game Theory,多智能体：机制设计、拍卖与资源分配,78,851,0.09165687426556991
IJCAI,2023,Multimodal Generation,多模态音视频生成：语音、音乐与情感生成,75,851,0.0881316098707403
IJCAI,2024,Computer Vision,视觉感知：目标检测、识别与视觉表征,222,1048,0.21183206106870228
IJCAI,2024,Reinforcement Learning,强化学习：策略优化、奖励学习与控制,126,1048,0.12022900763358779
IJCAI,2024,Optimization,优化理论：梯度方法、收敛性与训练动力学,121,1048,0.11545801526717557
IJCAI,2024,LLM Reasoning,大模型推理：问答、常识与思维链,120,1048,0.11450381679389313
