venue,year,specific_parent_category,specific_label_cn,count,venue_year_total,share
NAACL,2021,Robust / Weakly Supervised ML,鲁棒泛化：OOD检测、校准与噪声标签,31,477,0.0649895178197065
NAACL,2021,Security / Privacy,可信安全：对抗攻击、后门、水印与隐私,20,477,0.0419287211740041
NeurIPS,2021,Optimization,优化理论：随机/非凸优化与收敛率,341,2334,0.1461011139674378
NeurIPS,2021,Reinforcement Learning,强化学习：离线策略、奖励建模与控制,336,2334,0.1439588688946015
NeurIPS,2021,Video Understanding,视频理解：动作识别、长视频与时序建模,324,2334,0.1388174807197943
NeurIPS,2021,Robust / Transfer Learning,迁移泛化：域适应、OOD泛化与鲁棒表征,212,2334,0.0908311910882605
NeurIPS,2021,Optimization,优化理论：梯度方法、收敛性与训练动力学,196,2334,0.0839760068551842
NeurIPS,2021,Security / Privacy,可信安全：对抗攻击、后门、水印与隐私,189,2334,0.0809768637532133
NeurIPS,2021,3D Generation,生成模型：三维生成、新视角与Gaussian Splatting,182,2334,0.0779777206512425
NeurIPS,2021,AI for Science,AI4Science：分子生成、药物发现与化学建模,152,2334,0.0651242502142245
NeurIPS,2021,Reinforcement Learning,在线决策：Bandit、后悔界与探索,121,2334,0.0518423307626392
NeurIPS,2021,Multimodal Generation,多模态音视频生成：语音、音乐与情感生成,103,2334,0.0441302485004284
NeurIPS,2021,Causal ML,因果学习：因果发现、反事实与处理效应,74,2334,0.0317052270779777
NeurIPS,2021,AI for Neuroscience,神经科学AI：脑活动建模、EEG与脉冲网络,68,2334,0.0291345329905741
NeurIPS,2021,Generative AI,生成模型：文生图、扩散采样与图像编辑,36,2334,0.0154241645244215
RSS,2021,Embodied AI,具身智能：机器人操作、导航与视觉语言动作,33,88,0.375
RSS,2021,Computer Vision,视觉感知：目标检测、识别与视觉表征,25,88,0.2840909090909091
RSS,2021,Reinforcement Learning,强化学习：策略优化、奖励学习与控制,22,88,0.25
RSS,2021,Autonomous Driving,自动驾驶感知：LiDAR、轨迹与三维检测,8,88,0.0909090909090909
SIGGRAPH-Asia,2021,Time Series,时间序列：预测、异常检测与时序表征,17,17,1.0
SIGIR,2021,Recommendation,推荐系统：排序、召回与点击率预测,60,151,0.3973509933774834
SIGIR,2021,Recommendation,推荐系统：偏好建模、反馈学习与个性化排序,46,151,0.304635761589404
SIGIR,2021,Multimedia Retrieval,多媒体检索：跨模态检索、语义匹配与内容理解,45,151,0.2980132450331126
SIGMOD,2021,3D Vision,三维视觉：Gaussian Splatting、新视角合成与重建,46,203,0.2266009852216748
SIGMOD,2021,Federated Learning,联邦学习：异构客户端、隐私与分布式优化,40,203,0.1970443349753694
SIGMOD,2021,Graph Learning,图学习：图聚类、表示学习与结构匹配,33,203,0.1625615763546798
SIGMOD,2021,Information Retrieval,信息检索：查询理解、搜索与文档检索,31,203,0.1527093596059113
SIGMOD,2021,Security / Privacy,可信安全：对抗攻击、后门、水印与隐私,30,203,0.1477832512315271
SIGMOD,2021,Information Extraction,知识抽取：实体识别、关系抽取与事件理解,23,203,0.1133004926108374
WWW,2021,Recommendation,推荐系统：排序、召回与点击率预测,94,355,0.2647887323943662
WWW,2021,Knowledge Graph,知识图谱：实体关系、推理与补全,85,355,0.2394366197183098
WWW,2021,Security / Privacy,可信安全：对抗攻击、后门、水印与隐私,58,355,0.1633802816901408
WWW,2021,Graph Learning,图学习：GNN、节点分类与链接预测,52,355,0.1464788732394366
WWW,2021,Speech / Audio,语音音频：ASR、说话人与音频理解,33,355,0.0929577464788732
WWW,2021,Time Series,时序建模：时间序列预测、动力系统与基础模型,33,355,0.0929577464788732
AAAI,2022,3D Vision,三维视觉：点云、深度估计与相机姿态,190,1315,0.1444866920152091
AAAI,2022,Generative AI,生成模型：扩散模型、采样与内容生成,184,1315,0.1399239543726236
AAAI,2022,Reinforcement Learning,强化学习：策略优化、奖励学习与控制,170,1315,0.1292775665399239
AAAI,2022,Robust / Transfer Learning,迁移泛化：域适应、OOD泛化与鲁棒表征,167,1315,0.1269961977186312
AAAI,2022,NLP Reasoning,语言推理：问答、常识与多跳推理,147,1315,0.111787072243346
AAAI,2022,Trustworthy LLM,大模型社会安全：偏见、虚假信息与检测,99,1315,0.0752851711026616
AAAI,2022,Optimization,优化理论：随机/非凸优化与收敛率,97,1315,0.073764258555133
AAAI,2022,Security / Vision,多媒体安全：Deepfake检测、伪造识别与攻防,96,1315,0.0730038022813688
AAAI,2022,Graph Learning,图学习：图聚类、表示学习与结构匹配,91,1315,0.0692015209125475
AAAI,2022,Video Understanding,视频理解：动作识别、长视频与时序建模,74,1315,0.0562737642585551
ACL,2022,NLP,多语言NLP：机器翻译、跨语言与低资源,163,700,0.2328571428571428
ACL,2022,Generative AI,生成模型：扩散模型、采样与内容生成,117,700,0.1671428571428571
ACL,2022,LLM Reasoning,大模型推理：问答、常识与思维链,94,700,0.1342857142857142
ACL,2022,LLM Evaluation,大模型评测：人类偏好、任务指标与领域评估,73,700,0.1042857142857142
ACL,2022,Efficient LLMs,高效大模型：推理加速、压缩与资源优化,51,700,0.0728571428571428
ACL,2022,Event Vision,事件视觉：事件相机、运动估计与时序感知,50,700,0.0714285714285714
ACL,2022,Computer Vision,开放词汇视觉：开放词汇检测、分割与CLIP语义,49,700,0.07
ACL,2022,Code Intelligence,代码智能：程序分析、软件工程与代码检索,47,700,0.0671428571428571
ACL,2022,Multimodal LLM,多模态大模型：视觉语言理解与跨模态推理,32,700,0.0457142857142857
ACL,2022,Speech / Audio,语音音频：ASR、说话人与音频理解,24,700,0.0342857142857142
ACMMM,2022,Computer Vision,视觉感知：目标检测、识别与视觉表征,132,691,0.191027496382055
ACMMM,2022,Multimedia Retrieval,多媒体检索：跨模态检索、语义匹配与内容理解,121,691,0.175108538350217
ACMMM,2022,Robust / Transfer Learning,迁移泛化：小样本、类增量与域泛化,93,691,0.1345875542691751
ACMMM,2022,Multimodal AI,多模态理解：视觉语言表征与跨模态对齐,69,691,0.0998552821997105
ACMMM,2022,Security / Vision,多媒体安全：Deepfake检测、伪造识别与攻防,67,691,0.0969609261939218
ACMMM,2022,Video Understanding,视频理解：动作识别、长视频与时序建模,66,691,0.0955137481910275
ACMMM,2022,3D Vision,三维视觉：点云、深度估计与相机姿态,58,691,0.0839363241678726
ACMMM,2022,Computer Vision,底层视觉：超分、去噪、增强与图像复原,54,691,0.0781476121562952
ACMMM,2022,Graph Learning,图学习：图聚类、表示学习与结构匹配,31,691,0.044862518089725
CHI,2022,Recommendation,推荐系统：排序、召回与点击率预测,243,634,0.3832807570977918
CHI,2022,Dialogue,对话系统：响应生成、情感支持与任务型对话,130,634,0.2050473186119873
CHI,2022,HCI,HCI：VR/AR交互与沉浸式体验,104,634,0.1640378548895899
CHI,2022,Efficient LLMs,高效大模型：解码加速、KV缓存与推理优化,100,634,0.1577287066246056
CHI,2022,3D Vision,三维视觉：形状、场景与物体重建,57,634,0.0899053627760252
CVPR,2022,Video Understanding,视频理解：动作识别、长视频与时序建模,325,2074,0.156702025072324
CVPR,2022,Autonomous Driving,自动驾驶感知：LiDAR、轨迹与三维检测,292,2074,0.1407907425265188
CVPR,2022,Robust / Transfer Learning,迁移泛化：域适应、OOD泛化与鲁棒表征,229,2074,0.1104146576663452
CVPR,2022,3D Vision,三维视觉：点云、深度估计与相机姿态,225,2074,0.1084860173577627
CVPR,2022,Multimodal LLM,多模态大模型：视觉语言理解与跨模态推理,221,2074,0.1065573770491803
CVPR,2022,Efficient LLMs,高效大模型：推理加速、压缩与资源优化,191,2074,0.0920925747348119
CVPR,2022,Computer Vision,视觉感知：语义/实例/全景分割,169,2074,0.0814850530376084
CVPR,2022,Human-Centric Generation,人体与头像生成：姿态、表情与数字人合成,139,2074,0.0670202507232401
CVPR,2022,3D Vision,三维视觉：Gaussian Splatting、新视角合成与重建,110,2074,0.0530376084860173
CVPR,2022,Robust / Transfer Learning,迁移泛化：小样本、类增量与域泛化,92,2074,0.0443587270973963
CVPR,2022,Security / Vision,多媒体安全：Deepfake检测、伪造识别与攻防,81,2074,0.0390549662487946
ECCV,2022,3D Vision,三维视觉：点云、深度估计与相机姿态,402,1645,0.2443768996960486
ECCV,2022,Robust / Transfer Learning,迁移泛化：域适应、OOD泛化与鲁棒表征,320,1645,0.1945288753799392
ECCV,2022,Video Understanding,视频理解：动作识别、长视频与时序建模,158,1645,0.0960486322188449
ECCV,2022,Human-Centric Generation,人体与头像生成：姿态、表情与数字人合成,146,1645,0.0887537993920972
ECCV,2022,Security / Privacy,可信安全：对抗攻击、后门、水印与隐私,129,1645,0.0784194528875379
ECCV,2022,Efficient LLMs,高效大模型：推理加速、压缩与资源优化,104,1645,0.0632218844984802
ECCV,2022,Multimodal LLM,多模态大模型：视觉语言理解与跨模态推理,99,1645,0.0601823708206686
ECCV,2022,Computer Vision,底层视觉：超分、去噪、增强与图像复原,98,1645,0.0595744680851063
ECCV,2022,3D Vision,三维视觉：Gaussian Splatting、新视角合成与重建,96,1645,0.0583586626139817
ECCV,2022,Embodied AI,具身智能：机器人操作、导航与视觉语言动作,61,1645,0.0370820668693009
ECCV,2022,Computer Vision,视觉感知：目标检测、定位与分割,32,1645,0.0194528875379939
EMNLP,2022,NLP,多语言NLP：机器翻译、跨语言与低资源,127,828,0.1533816425120772
EMNLP,2022,Continual Learning,持续学习：增量分类与灾难性遗忘,102,828,0.1231884057971014
EMNLP,2022,Trustworthy LLM,大模型社会安全：偏见、虚假信息与检测,91,828,0.109903381642512
EMNLP,2022,Information Retrieval,信息检索：搜索排序、文档检索与重排,89,828,0.107487922705314
EMNLP,2022,Knowledge Graph,知识图谱：实体关系、推理与补全,82,828,0.0990338164251207
EMNLP,2022,Generative AI,生成模型：扩散模型、采样与内容生成,64,828,0.0772946859903381
EMNLP,2022,LLM Reasoning,大模型推理：问答、常识与思维链,51,828,0.0615942028985507
EMNLP,2022,Multimodal LLM,多模态大模型：视觉语言理解与跨模态推理,49,828,0.0591787439613526
EMNLP,2022,Multimodal AI,多模态理解：视觉语言表征与跨模态对齐,48,828,0.0579710144927536
EMNLP,2022,Code Intelligence,代码大模型：代码生成、程序理解与评测,47,828,0.0567632850241545
EMNLP,2022,Robust / Weakly Supervised ML,鲁棒泛化：OOD检测、校准与噪声标签,45,828,0.0543478260869565
EMNLP,2022,Security / Privacy,可信安全：对抗攻击、后门、水印与隐私,33,828,0.0398550724637681
ICDE,2022,Time Series,时序建模：时间序列预测、动力系统与基础模型,71,309,0.2297734627831715
ICDE,2022,Code Intelligence,代码智能：代码生成、程序理解与软件工程,63,309,0.203883495145631
ICDE,2022,Graph Learning,图学习：图聚类、表示学习与结构匹配,48,309,0.1553398058252427
ICDE,2022,Graph Learning,图学习：GNN、节点分类与链接预测,47,309,0.1521035598705501
ICDE,2022,Knowledge Graph,知识图谱：实体关系、推理与补全,29,309,0.0938511326860841
ICDE,2022,Embodied AI,具身智能：机器人操作、导航与视觉语言动作,27,309,0.087378640776699
ICDE,2022,Recommendation,推荐系统：排序、召回与点击率预测,24,309,0.0776699029126213
ICLR,2022,Optimization,优化理论：梯度方法、收敛性与训练动力学,214,1061,0.2016965127238454
ICLR,2022,Reinforcement Learning,强化学习：离线策略、奖励建模与控制,192,1061,0.180961357210179
ICLR,2022,Robust / Transfer Learning,迁移泛化：域适应、OOD泛化与鲁棒表征,149,1061,0.1404335532516493
ICLR,2022,Generative AI,生成模型：文生图、扩散采样与图像编辑,103,1061,0.0970782280867106
ICLR,2022,AI for Science,AI4Science：分子生成、药物发现与化学建模,99,1061,0.0933081998114985
ICLR,2022,Efficient LLMs,高效大模型：参数高效微调与LoRA适配,88,1061,0.0829406220546654
ICLR,2022,Security / Privacy,可信安全：对抗攻击、后门、水印与隐私,83,1061,0.0782280867106503
ICLR,2022,Computer Vision,视觉感知：目标检测、识别与视觉表征,80,1061,0.0754005655042412
ICLR,2022,Time Series,时序建模：时间序列预测、动力系统与基础模型,53,1061,0.0499528746465598
ICML,2022,Reinforcement Learning,强化学习：离线策略、奖励建模与控制,210,1233,0.170316301703163
ICML,2022,Security / Privacy,可信安全：对抗攻击、后门、水印与隐私,148,1233,0.1200324412003244
ICML,2022,Efficient ML,模型压缩：量化、剪枝与低秩加速,129,1233,0.1046228710462287
ICML,2022,Generative AI,生成模型：扩散模型、采样与内容生成,123,1233,0.0997566909975669
ICML,2022,Optimization,优化理论：随机/非凸优化与收敛率,116,1233,0.0940794809407948
ICML,2022,Causal ML,因果学习：因果发现、反事实与处理效应,113,1233,0.0916463909164639
ICML,2022,Efficient LLMs,高效大模型：推理加速、压缩与资源优化,105,1233,0.0851581508515815
ICML,2022,Robust / Transfer Learning,迁移泛化：域适应、OOD泛化与鲁棒表征,103,1233,0.0835360908353609
ICML,2022,Graph Learning,图学习：图聚类、表示学习与结构匹配,96,1233,0.0778588807785888
ICML,2022,Reinforcement Learning,在线决策：Bandit、后悔界与探索,70,1233,0.056772100567721
ICML,2022,AI for Science,AI4Science：蛋白结构、序列与功能建模,20,1233,0.016220600162206
ICRA,2022,Embodied AI,具身智能：机器人操作、导航与视觉语言动作,452,923,0.4897074756229685
ICRA,2022,Reinforcement Learning,强化学习：策略优化、奖励学习与控制,168,923,0.1820151679306609
ICRA,2022,Computer Vision,视觉感知：目标检测、识别与视觉表征,99,923,0.1072589382448537
ICRA,2022,3D Vision,三维视觉：点云、深度估计与相机姿态,87,923,0.0942578548212351
ICRA,2022,Autonomous Driving,自动驾驶感知：LiDAR、轨迹与三维检测,82,923,0.0888407367280606
ICRA,2022,3D Vision,三维视觉：形状、场景与物体重建,35,923,0.037919826652221
IJCAI,2022,Computer Vision,视觉感知：语义/实例/全景分割,170,862,0.1972157772621809
IJCAI,2022,Agents / Game Theory,多智能体：机制设计、拍卖与资源分配,149,862,0.1728538283062645
IJCAI,2022,Generative AI,生成模型：扩散模型、采样与内容生成,120,862,0.1392111368909512
IJCAI,2022,Graph Learning,图学习：GNN、节点分类与链接预测,116,862,0.1345707656612529
IJCAI,2022,Reinforcement Learning,强化学习：策略优化、奖励学习与控制,96,862,0.111368909512761
IJCAI,2022,LLM Reasoning,大模型推理：问答、常识与思维链,85,862,0.0986078886310904
IJCAI,2022,Anomaly Detection,异常检测：图异常、欺诈检测与时序异常,61,862,0.0707656612529002
IJCAI,2022,AI for Neuroscience,神经科学AI：脑活动建模、EEG与脉冲网络,38,862,0.0440835266821345
IJCAI,2022,Multimodal Generation,多模态音视频生成：语音、音乐与情感生成,27,862,0.031322505800464
IROS,2022,Embodied AI,具身智能：机器人操作、导航与视觉语言动作,585,1202,0.4866888519134775
IROS,2022,Autonomous Driving,自动驾驶感知：LiDAR、轨迹与三维检测,155,1202,0.1289517470881863
IROS,2022,3D Vision,三维视觉：点云、深度估计与相机姿态,149,1202,0.1239600665557404
IROS,2022,Reinforcement Learning,强化学习：策略优化、奖励学习与控制,142,1202,0.1181364392678868
IROS,2022,Trustworthy LLM,大模型社会安全：偏见、虚假信息与检测,120,1202,0.0998336106489184
IROS,2022,Other,细分主题：aerial,51,1202,0.0424292845257903
KDD,2022,Graph Learning,图学习：GNN、节点分类与链接预测,80,253,0.3162055335968379
KDD,2022,Efficient LLMs,联邦大模型微调：LoRA、客户端异构与模型合并,55,253,0.217391304347826
KDD,2022,Knowledge Graph,知识图谱：实体关系、推理与补全,32,253,0.1264822134387351
KDD,2022,Recommendation,推荐系统：偏好建模、反馈学习与个性化排序,31,253,0.1225296442687747
KDD,2022,Anomaly Detection,异常检测：图异常、欺诈检测与时序异常,30,253,0.1185770750988142
KDD,2022,Optimization,优化理论：梯度方法、收敛性与训练动力学,25,253,0.0988142292490118
MICCAI,2022,Computer Vision,视觉感知：目标检测、识别与视觉表征,28,71,0.3943661971830985
MICCAI,2022,AI for Neuroscience,神经科学AI：脑活动建模、EEG与脉冲网络,23,71,0.323943661971831
MICCAI,2022,Computer Vision,视觉感知：语义/实例/全景分割,20,71,0.2816901408450704
NAACL,2022,LLM,大模型训练：微调、数据配方与任务适配,77,442,0.17420814479638
NAACL,2022,Trustworthy LLM,大模型社会安全：偏见、虚假信息与检测,70,442,0.1583710407239819
NAACL,2022,Computer Vision,开放词汇视觉：开放词汇检测、分割与CLIP语义,59,442,0.1334841628959276
NAACL,2022,NLP,多语言NLP：机器翻译、跨语言与低资源,59,442,0.1334841628959276
NAACL,2022,Generative AI,生成模型：扩散模型、采样与内容生成,56,442,0.1266968325791855
NAACL,2022,Event Vision,事件视觉：事件相机、运动估计与时序感知,50,442,0.1131221719457013
NAACL,2022,LLM Evaluation,大模型评测：人类偏好、任务指标与领域评估,37,442,0.083710407239819
NAACL,2022,LLM Reasoning,大模型推理：问答、常识与思维链,34,442,0.0769230769230769
NeurIPS,2022,Robust / Transfer Learning,迁移泛化：域适应、OOD泛化与鲁棒表征,395,2671,0.1478846873830026
NeurIPS,2022,Computer Vision,视觉感知：语义/实例/全景分割,374,2671,0.1400224634968176
NeurIPS,2022,Reinforcement Learning,强化学习：离线策略、奖励建模与控制,343,2671,0.1284163234743541
NeurIPS,2022,Security / Privacy,可信安全：对抗攻击、后门、水印与隐私,232,2671,0.0868588543616623
NeurIPS,2022,LLM Reasoning,大模型推理：问答、常识与思维链,224,2671,0.0838637214526394
NeurIPS,2022,Robust / Weakly Supervised ML,鲁棒泛化：OOD检测、校准与噪声标签,208,2671,0.0778734556345937
NeurIPS,2022,Efficient LLMs,联邦大模型微调：LoRA、客户端异构与模型合并,194,2671,0.0726319730438038
NeurIPS,2022,Reinforcement Learning,在线决策：Bandit、后悔界与探索,185,2671,0.0692624485211531
NeurIPS,2022,Optimization,优化理论：梯度方法、收敛性与训练动力学,177,2671,0.0662673156121302
NeurIPS,2022,Graph Learning,图学习：GNN、节点分类与链接预测,147,2671,0.0550355672032946
NeurIPS,2022,Time Series,时序建模：时间序列预测、动力系统与基础模型,120,2671,0.0449269936353425
NeurIPS,2022,Causal ML,因果学习：因果发现、反事实与处理效应,72,2671,0.0269561961812055
RSS,2022,Embodied AI,具身智能：机器人操作、导航与视觉语言动作,45,67,0.6716417910447762
RSS,2022,Code Intelligence,代码智能：程序分析、软件工程与代码检索,22,67,0.3283582089552239
SIGGRAPH,2022,3D Vision,三维视觉：Gaussian Splatting、新视角合成与重建,12,51,0.2352941176470588
SIGGRAPH,2022,Robust / Weakly Supervised ML,鲁棒泛化：OOD检测、校准与噪声标签,12,51,0.2352941176470588
SIGGRAPH,2022,Probabilistic ML,概率机器学习：变分推断、不确定性与后验建模,11,51,0.2156862745098039
SIGGRAPH,2022,Embodied AI,具身智能：机器人操作、导航与视觉语言动作,9,51,0.1764705882352941
SIGGRAPH,2022,Computer Vision,底层视觉：超分、去噪、增强与图像复原,7,51,0.1372549019607843
SIGGRAPH-Asia,2022,3D Vision,三维视觉：Gaussian Splatting、新视角合成与重建,33,50,0.66
SIGGRAPH-Asia,2022,Video Understanding,视频理解：动作识别、长视频与时序建模,10,50,0.2
SIGGRAPH-Asia,2022,Embodied AI,具身智能：机器人操作、导航与视觉语言动作,7,50,0.14
SIGIR,2022,Recommendation,推荐系统：排序、召回与点击率预测,74,161,0.4596273291925465
SIGIR,2022,Information Retrieval,信息检索：搜索排序、文档检索与重排,58,161,0.3602484472049689
SIGIR,2022,Recommendation,推荐系统：偏好建模、反馈学习与个性化排序,29,161,0.1801242236024844
SIGMOD,2022,Federated Learning,联邦学习：异构客户端、隐私与分布式优化,86,153,0.5620915032679739
SIGMOD,2022,Video Understanding,视频理解：动作识别、长视频与时序建模,25,153,0.1633986928104575
SIGMOD,2022,Graph Learning,图学习：GNN、节点分类与链接预测,24,153,0.1568627450980392
SIGMOD,2022,Text Generation,文本生成：摘要、事实性与可控生成,18,153,0.1176470588235294
WWW,2022,Recommendation,推荐系统：偏好建模、反馈学习与个性化排序,91,364,0.25
WWW,2022,Graph Learning,图学习：GNN、节点分类与链接预测,78,364,0.2142857142857142
WWW,2022,Information Extraction,知识抽取：实体识别、关系抽取与事件理解,57,364,0.1565934065934066
WWW,2022,Trustworthy LLM,大模型社会安全：偏见、虚假信息与检测,46,364,0.1263736263736263
WWW,2022,Recommendation,推荐系统：排序、召回与点击率预测,43,364,0.1181318681318681
WWW,2022,Agents / Game Theory,多智能体：机制设计、拍卖与资源分配,26,364,0.0714285714285714
WWW,2022,Federated Learning,联邦学习：异构客户端、隐私与分布式优化,23,364,0.0631868131868131
AAAI,2023,Optimization,优化理论：梯度方法、收敛性与训练动力学,237,1572,0.1507633587786259
AAAI,2023,NLP,多语言NLP：机器翻译、跨语言与低资源,220,1572,0.1399491094147582
AAAI,2023,Robust / Transfer Learning,迁移泛化：域适应、OOD泛化与鲁棒表征,174,1572,0.1106870229007633
AAAI,2023,Reinforcement Learning,强化学习：离线策略、奖励建模与控制,166,1572,0.1055979643765903
AAAI,2023,Computer Vision,视觉感知：目标检测、识别与视觉表征,154,1572,0.0979643765903307
AAAI,2023,Graph Learning,图学习：图聚类、表示学习与结构匹配,140,1572,0.089058524173028
AAAI,2023,Video Understanding,视频理解：动作识别、长视频与时序建模,119,1572,0.0756997455470737
AAAI,2023,Agents / Game Theory,多智能体：机制设计、拍卖与资源分配,109,1572,0.0693384223918575
AAAI,2023,Causal ML,因果学习：因果发现、反事实与处理效应,98,1572,0.0623409669211195
AAAI,2023,LLM Reasoning,大模型推理：问答、常识与思维链,88,1572,0.0559796437659033
AAAI,2023,Security / Privacy,可信安全：对抗攻击、后门、水印与隐私,67,1572,0.0426208651399491
ACL,2023,LLM Reasoning,大模型推理：问答、常识与思维链,151,1075,0.1404651162790697
ACL,2023,LLM,大模型训练：微调、数据配方与任务适配,128,1075,0.1190697674418604
ACL,2023,Speech / Audio,语音音频：ASR、说话人与音频理解,127,1075,0.1181395348837209
ACL,2023,Trustworthy LLM,大模型社会安全：偏见、虚假信息与检测,120,1075,0.1116279069767441
ACL,2023,Multimedia Retrieval,多媒体检索：跨模态检索、语义匹配与内容理解,118,1075,0.1097674418604651
ACL,2023,Event Vision,事件视觉：事件相机、运动估计与时序感知,95,1075,0.0883720930232558
ACL,2023,Multimodal LLM,多模态大模型：视觉语言理解与跨模态推理,70,1075,0.0651162790697674
ACL,2023,Generative AI,生成模型：扩散模型、采样与内容生成,69,1075,0.0641860465116279
ACL,2023,LLM Evaluation,大模型评测：人类偏好、任务指标与领域评估,69,1075,0.0641860465116279
ACL,2023,Security / Privacy,可信安全：对抗攻击、后门、水印与隐私,50,1075,0.0465116279069767
ACL,2023,Code Intelligence,代码大模型：代码生成、程序理解与评测,47,1075,0.0437209302325581
ACL,2023,Information Extraction,知识抽取：实体识别、关系抽取与事件理解,31,1075,0.0288372093023255
ACMMM,2023,Multimedia Retrieval,多媒体检索：跨模态检索、语义匹配与内容理解,190,902,0.2106430155210643
ACMMM,2023,Computer Vision,底层视觉：超分、去噪、增强与图像复原,186,902,0.2062084257206208
ACMMM,2023,Robust / Transfer Learning,迁移泛化：域适应、OOD泛化与鲁棒表征,109,902,0.1208425720620842
ACMMM,2023,Multimodal AI,多模态理解：视觉语言表征与跨模态对齐,85,902,0.0942350332594235
ACMMM,2023,Security / Privacy,可信安全：对抗攻击、后门、水印与隐私,64,902,0.0709534368070953
ACMMM,2023,Video Understanding,视频理解：动作识别、长视频与时序建模,63,902,0.0698447893569844
ACMMM,2023,Recommendation,推荐系统：排序、召回与点击率预测,53,902,0.0587583148558758
ACMMM,2023,3D Vision,三维视觉：点云、深度估计与相机姿态,52,902,0.0576496674057649
ACMMM,2023,Generative AI,生成模型：文生图、扩散采样与图像编辑,51,902,0.0565410199556541
ACMMM,2023,Graph Learning,图学习：图聚类、表示学习与结构匹配,49,902,0.0543237250554323
CHI,2023,Recommendation,推荐系统：排序、召回与点击率预测,154,871,0.1768082663605051
CHI,2023,Speech / Audio,语音语言：ASR、语音理解与音频建模,141,871,0.1618828932261768
CHI,2023,Trustworthy LLM,大模型社会安全：偏见、虚假信息与检测,131,871,0.1504018369690011
CHI,2023,HCI,HCI：VR/AR交互与沉浸式体验,122,871,0.140068886337543
CHI,2023,HCI,HCI：用户研究、界面交互与协作系统,106,871,0.1216991963260619
CHI,2023,Other,细分主题：algorithmic,87,871,0.0998851894374282
CHI,2023,3D Vision,三维视觉：形状、场景与物体重建,70,871,0.0803673938002296
CHI,2023,Security / Privacy,可信安全：对抗攻击、后门、水印与隐私,60,871,0.0688863375430539
CVPR,2023,3D Vision,三维视觉：点云、深度估计与相机姿态,517,2353,0.2197195070123247
CVPR,2023,Security / Vision,多媒体安全：Deepfake检测、伪造识别与攻防,293,2353,0.1245218869528261
CVPR,2023,Autonomous Driving,自动驾驶感知：LiDAR、轨迹与三维检测,272,2353,0.1155971100722482
CVPR,2023,Multimodal LLM,多模态大模型：视觉语言理解与跨模态推理,249,2353,0.1058223544411389
CVPR,2023,Video Understanding,视频理解：动作识别、长视频与时序建模,194,2353,0.0824479388015299
CVPR,2023,Robust / Transfer Learning,迁移泛化：域适应、OOD泛化与鲁棒表征,172,2353,0.0730981725456863
CVPR,2023,Computer Vision,视觉感知：目标检测、识别与视觉表征,163,2353,0.0692732681682957
CVPR,2023,Generative AI,生成模型：文生图、扩散采样与图像编辑,162,2353,0.0688482787930301
CVPR,2023,Computer Vision,视觉感知：语义/实例/全景分割,155,2353,0.0658733531661708
CVPR,2023,Efficient LLMs,高效大模型：推理加速、压缩与资源优化,142,2353,0.0603484912877178
CVPR,2023,Reinforcement Learning,强化学习：策略优化、奖励学习与控制,34,2353,0.014449638759031
EMNLP,2023,LLM Analysis,语言模型分析：认知、语言结构与可解释性,160,1047,0.1528175740210124
EMNLP,2023,Code Intelligence,代码大模型：代码生成、程序理解与评测,137,1047,0.1308500477554919
EMNLP,2023,Trustworthy LLM,大模型社会安全：偏见、虚假信息与检测,123,1047,0.1174785100286533
EMNLP,2023,LLM Evaluation,大模型评测：人类偏好、任务指标与领域评估,119,1047,0.1136580706781279
EMNLP,2023,Event Vision,事件视觉：事件相机、运动估计与时序感知,118,1047,0.1127029608404966
EMNLP,2023,Speech / Audio,语音音频：ASR、说话人与音频理解,117,1047,0.1117478510028653
EMNLP,2023,LLM Reasoning,大模型推理：问答、常识与思维链,110,1047,0.105062082139446
EMNLP,2023,Multimodal LLM,多模态大模型：视觉语言理解与跨模态推理,73,1047,0.0697230181470869
EMNLP,2023,Information Retrieval,信息检索：搜索排序、文档检索与重排,45,1047,0.0429799426934097
EMNLP,2023,Trustworthy NLP,社会计算与安全NLP：偏见、仇恨与立场检测,45,1047,0.0429799426934097
ICCV,2023,3D Vision,三维视觉：点云、深度估计与相机姿态,510,2156,0.2365491651205936
ICCV,2023,Computer Vision,视觉感知：语义/实例/全景分割,424,2156,0.196660482374768
ICCV,2023,Multimodal LLM,多模态大模型：视觉语言理解与跨模态推理,190,2156,0.0881261595547309
ICCV,2023,Efficient LLMs,高效大模型：推理加速、压缩与资源优化,170,2156,0.0788497217068645
ICCV,2023,Generative AI,生成模型：文生图、扩散采样与图像编辑,150,2156,0.0695732838589981
ICCV,2023,3D Vision,三维视觉：Gaussian Splatting、新视角合成与重建,128,2156,0.059369202226345
ICCV,2023,Computer Vision,底层视觉：超分、去噪、增强与图像复原,124,2156,0.0575139146567718
ICCV,2023,Embodied AI,具身智能：机器人操作、导航与视觉语言动作,109,2156,0.0505565862708719
ICCV,2023,Robust / Transfer Learning,迁移泛化：域适应、OOD泛化与鲁棒表征,98,2156,0.0454545454545454
ICCV,2023,Security / Privacy,可信安全：对抗攻击、后门、水印与隐私,94,2156,0.0435992578849721
ICCV,2023,Event Vision,事件视觉：事件相机、运动估计与时序感知,66,2156,0.0306122448979591
ICCV,2023,Probabilistic ML,概率机器学习：变分推断、不确定性与后验建模,38,2156,0.0176252319109461
